Loss,Mem,lr
7.0058,66.0,1.0
7.0779,66.0,1.0
6.7955,66.0,1.0
6.652,66.0,1.0
7.056,66.0,1.0
6.9994,66.0,1.0
7.0702,66.0,1.0
6.6865,66.0,1.0
7.0673,66.0,1.0
6.5799,66.0,1.0
6.6464,66.0,1.0
6.9609,66.0,1.0
6.7997,66.0,1.0
6.5492,66.0,1.0
6.7906,66.0,1.0
6.9206,66.0,1.0
6.839,66.0,1.0
7.0394,66.0,1.0
6.7766,66.0,1.0
6.5327,66.0,1.0
6.6114,66.0,1.0
6.7518,66.0,1.0
7.2059,66.0,1.0
6.7056,66.0,1.0
6.9278,66.0,1.0
6.7675,66.0,1.0
6.9462,66.0,1.0
6.9063,66.0,1.0
7.2072,66.0,1.0
6.8811,66.0,1.0
6.9622,66.0,1.0
6.7096,66.0,1.0
6.5893,66.0,1.0
6.9555,66.0,1.0
6.7799,66.0,1.0
6.9038,66.0,1.0
6.8722,66.0,1.0
6.5345,66.0,1.0
6.4473,66.0,1.0
6.615,66.0,1.0
6.8556,66.0,1.0
6.8094,66.0,1.0
6.8641,66.0,1.0
6.5221,66.0,1.0
6.963,66.0,1.0
6.8681,66.0,1.0
6.8396,66.0,1.0
6.6663,66.0,1.0
6.7773,66.0,1.0
6.9414,66.0,1.0
6.8861,66.0,1.0
6.9487,66.0,1.0
6.7226,66.0,1.0
6.9956,66.0,1.0
6.8232,66.0,1.0
7.2088,66.0,1.0
6.9182,66.0,1.0
6.9302,66.0,1.0
6.9739,66.0,1.0
6.4188,66.0,1.0
6.8215,66.0,1.0
6.9374,66.0,1.0
6.7046,66.0,1.0
6.898,66.0,1.0
6.7361,66.0,1.0
6.947,66.0,1.0
6.8666,66.0,1.0
6.896,66.0,1.0
6.9886,66.0,1.0
6.8725,66.0,1.0
6.6336,66.0,1.0
6.4804,66.0,1.0
7.0815,66.0,1.0
7.197,66.0,1.0
6.779,66.0,1.0
6.9444,66.0,1.0
6.5729,66.0,1.0
6.7094,66.0,1.0
7.2593,66.0,1.0
6.6452,66.0,1.0
6.8997,66.0,1.0
6.8513,66.0,1.0
6.8939,66.0,1.0
6.8269,66.0,1.0
6.9466,66.0,1.0
6.8227,66.0,1.0
7.1013,66.0,1.0
6.9215,66.0,1.0
7.0643,66.0,1.0
6.5948,66.0,1.0
6.9238,66.0,1.0
6.7318,66.0,1.0
7.1079,66.0,1.0
6.8997,66.0,1.0
6.9985,66.0,1.0
6.6848,66.0,1.0
6.8217,66.0,1.0
6.8204,66.0,1.0
7.0165,66.0,1.0
6.6088,66.0,1.0
6.6668,66.0,1.0
6.7374,66.0,1.0
6.6514,66.0,1.0
6.8675,66.0,1.0
6.848,66.0,1.0
7.0485,66.0,1.0
7.0034,66.0,1.0
6.9648,66.0,1.0
7.0453,66.0,1.0
6.9738,66.0,1.0
7.1403,66.0,1.0
5.7427,66.0,1.0
6.5276,66.0,1.0
6.8244,66.0,1.0
6.1575,66.0,1.0
6.6384,66.0,1.0
6.7256,66.0,1.0
6.9519,66.0,1.0
6.4218,66.0,1.0
6.61,66.0,1.0
7.0191,66.0,1.0
6.9671,66.0,1.0
6.9598,66.0,1.0
7.0232,66.0,1.0
7.0383,66.0,1.0
6.7909,66.0,1.0
6.7915,66.0,1.0
6.9396,66.0,1.0
6.7677,66.0,1.0
6.7847,66.0,1.0
6.8989,66.0,1.0
6.5446,66.0,1.0
