train_acc,loss,0,1
22.642,2.5543,,
22.605,2.5508,,
22.656,2.5504,,
22.563,2.5504,,
22.443,2.5498,,
22.325,2.5568,,
22.321,2.555,,
22.262,2.5545,,
22.231,2.5532,,
22.337,2.5536,,
22.387,2.5516,,
22.356,2.5509,,
22.378,2.55,,
22.295,2.5489,,
22.37,2.5469,,
22.288,2.5539,,
22.259,2.5516,,
22.332,2.5504,,
22.303,2.5507,,
22.325,2.549,,
22.346,2.548,,
22.367,2.5449,,
22.363,2.5443,,
22.384,7.1968,,
22.38,7.0408,,
22.352,7.1455,,
22.42,7.0472,,
22.486,7.8211,,
22.505,7.889,,
22.523,8.0786,,
22.633,8.0515,,
22.673,8.1708,,
22.758,8.0552,,
22.819,8.012,,
22.902,7.9394,,
22.983,7.9594,,
23.129,7.9121,,
23.142,7.9206,,
23.242,7.9689,,
23.254,7.9577,,
23.288,8.0109,,
23.342,8.0316,,
23.332,8.0383,,
23.364,8.036,,
23.333,8.0427,,
23.241,8.1139,,
23.376,8.0825,,
23.366,8.0576,,
23.539,8.0391,,
23.488,8.0223,,
23.518,8.0897,,
23.547,8.0856,,
23.536,8.0534,,
23.487,8.0177,,
23.457,7.9854,,
23.428,7.9504,,
23.515,7.9306,,
23.677,7.9021,,
23.742,7.9034,,
23.712,7.8911,,
23.626,7.8671,,
23.671,7.8706,,
23.661,7.8563,,
23.669,7.8385,,
23.713,7.8465,,
23.611,7.8474,,
23.601,7.8288,,
23.609,7.8228,,
23.671,7.8345,,
23.643,7.8259,,
23.668,7.8528,,
23.623,7.8388,,
23.56,7.8225,,
23.516,7.8268,,
23.628,7.8221,,
23.688,7.8115,,
23.764,7.7903,,
23.788,7.8115,,
23.743,7.8199,,
23.784,7.8239,,
23.824,7.813,,
23.914,7.8175,,
23.95,7.8421,,
18.75,7.8711,,
14.062,7.8675,,
21.875,7.8513,,
20.312,7.8497,,
24.375,7.8407,,
26.042,7.8277,,
24.554,7.8473,,
22.656,7.8682,,
22.222,7.8614,,
23.75,7.8896,,
21.875,7.8828,,
23.177,7.8936,,
23.317,7.9044,,
22.991,7.901,,
22.5,7.9108,,
21.875,7.9161,,
21.691,7.9274,,
21.701,7.9397,,
21.711,7.939,,
22.031,2.7697,,
21.726,2.7188,,
22.727,2.5234,,
23.37,2.5179,,
23.438,2.4086,,
23.5,2.3712,,
23.798,2.3859,,
23.727,2.4307,,
23.438,2.4327,,
23.06,2.4322,,
23.333,2.587,,
22.883,2.5648,,
22.949,2.5513,,
23.106,2.5366,,
22.61,2.5384,,
22.768,2.5792,,
22.917,2.598,,
23.311,2.6105,,
23.602,2.6105,,
24.119,2.6169,,
24.141,2.6933,,
24.009,2.6683,,
24.107,2.6428,,
23.983,2.6224,,
24.006,2.6137,,
24.375,2.6029,,
24.592,2.5921,,
24.801,2.6061,,
24.87,2.6078,,
24.872,2.5961,,
24.688,2.6401,,
24.571,2.6364,,
24.639,2.6299,,
24.764,2.6326,,
25.116,2.624,,
25.341,2.6151,,
25.614,2.6057,,
25.822,2.5998,,
25.7,2.5863,,
25.742,2.5806,,
25.885,2.6176,,
25.871,2.6092,,
26.159,2.6059,,
26.042,2.5999,,
25.879,2.5888,,
25.817,2.5782,,
25.758,2.5696,,
26.026,2.5663,,
25.965,2.5572,,
26.087,2.5535,,
25.938,2.5808,,
25.66,2.5782,,
25.608,2.5731,,
25.599,2.5646,,
25.676,2.5553,,
25.667,2.5488,,
25.658,2.5448,,
25.69,2.5414,,
25.681,2.5387,,
25.633,2.5298,,
25.586,2.5513,,
25.733,2.5464,,
25.877,2.5436,,
25.753,2.538,,
25.744,2.5397,,
25.882,2.5368,,
25.945,2.5284,,
25.898,2.5219,,
25.852,2.5154,,
25.878,2.5169,,
26.042,2.535,,
25.79,2.5323,,
25.849,2.5319,,
25.874,2.5306,,
25.831,2.5288,,
25.822,2.529,,
25.911,2.5263,,
25.902,2.5223,,
25.765,2.5208,,
25.694,2.5156,,
25.75,2.5287,,
25.65,2.5232,,
25.827,2.5245,,
25.91,2.5206,,
26.022,2.5185,,
26.042,2.5143,,
25.973,2.5095,,
26.022,2.5086,,
25.955,2.5036,,
25.917,2.4984,,
25.767,2.5185,,
25.591,2.5159,,
25.614,2.5149,,
25.608,2.5127,,
25.658,2.5115,,
25.707,2.5077,,
25.781,2.5077,,
25.828,2.5091,,
25.953,2.5098,,
25.945,2.5065,,
25.99,2.5204,,
26.007,2.515,,
25.973,2.5138,,
26.016,2.5138,,
25.932,2.5131,,
25.9,2.5129,,
25.918,2.5119,,
25.96,2.5097,,
25.952,2.5096,,
25.945,2.5133,,
25.889,2.5278,,
25.787,2.5254,,
25.9,2.524,,
25.963,2.5215,,
26.003,2.5181,,
